,0,1,2,3,4
86,162342.71543432085,134353.95639875747,135911.495709783,144954.15585039082,144375.5898526525
87,162833.31722309373,160148.98644500744,161849.9336951705,162093.11122607277,161238.71719344417
88,161965.84417688524,159832.6796424011,162037.386460404,162852.87020544044,162217.74340074146
89,141590.18633951712,145204.70661042375,154853.10243240016,162471.93957148716,140679.38376606975
90,0.0,0.0,0.0,0.0,0.0
91,79170.21908783325,83636.71092593709,-1069.72479146249,-692.5320435772206,81060.6065705019
92,83615.13886402563,83396.00859415047,82124.77036340197,82621.39460106441,79941.34140964103
93,84300.50745246255,83790.82698543742,83003.40505237904,84140.81688145976,83585.11292197499
94,-1110.551829902001,84105.11037308896,84073.51305136277,87751.2370663848,85120.99649380521
95,0.0,0.0,0.0,0.0,0.0
96,93631.65858260638,91764.0091267151,-1226.4790566523948,149340.77092272128,93579.29461782007
97,141421.7757468993,114557.25912777096,130549.63532843109,161702.49216723363,123942.44956786568
98,147391.53782578494,121847.58561395593,133113.4925003883,160563.872182787,141664.2855638523
99,-1457.1192466603793,100773.20605093235,104347.01492643837,158861.70652426936,106248.0069478091
